book_number	chapter	verse	text
10	9	17	I Bóg powiedział do Noego: To jest znak przymierza, które ustanowiłem między mną a wszelkim ciałem, które jest na ziemi.
10	9	18	A synami Noego, którzy wyszli z arki, byli: Sem, Cham i Jafet. Cham jest ojcem Kanaana.
10	9	19	To są trzej synowie Noego, przez których napełniła się ludem cała ziemia.
10	9	20	Wtedy Noe zaczął uprawiać ziemię i zasadził winnicę.
10	9	21	Potem pił wino i upił się; i leżał odkryty w swoim namiocie.
10	9	22	A Cham, ojciec Kanaana, zobaczył nagość swego ojca i opowiedział o tym dwom swoim braciom na dworze.
10	9	23	Wtedy Sem i Jafet wzięli szatę, założyli ją sobie na ramiona, weszli tyłem i zakryli nagość swego ojca; a ich twarze były odwrócone, tak że nie widzieli nagości swego ojca.
10	9	24	A gdy Noe obudził się po winie, dowiedział się, co mu zrobił jego młodszy syn;
10	9	25	I powiedział: Niech będzie przeklęty Kanaan, będzie sługą sług swoich braci.
10	9	26	Potem dodał: Niech będzie błogosławiony PAN Bóg Sema, a niech Kanaan będzie jego sługą.
10	9	27	Niech Bóg rozprzestrzeni Jafeta i niech mieszka on w namiotach Sema, a niech będzie Kanaan jego sługą.
10	9	28	I Noe żył po potopie trzysta pięćdziesiąt lat.
10	9	29	I wszystkich dni Noego było dziewięćset pięćdziesiąt lat i umarł.
10	10	1	Oto dzieje rodu synów Noego: Sema, Chama i Jafeta, którym po potopie urodzili się synowie.
10	10	2	Synowie Jafeta: Gomer, Magog, Madaj, Jawan, Tubal, Meszek i Tiras.
10	10	3	Synowie Gomera: Aszkenaz, Rifat i Togarma.
10	10	4	Synowie Jawana: Elisza, Tarszisz, Kittim i Dodanim.
10	10	5	Od nich rozdzielone zostały wyspy narodów po swych ziemiach; każdy według swojego języka i według swoich rodów, w swoich narodach.
10	10	6	A synowie Chama: Kusz, Misraim, Put i Kanaan.
10	10	7	Synowie zaś Kusza: Seba, Chawila, Sabta, Rama i Sabteka. Synowie Ramy: Szeba i Dedan.
10	10	8	Kusz spłodził Nimroda, który zaczął być mocarzem na ziemi.
10	10	9	Ten był mocarnym myśliwym przed PANEM. Dlatego mówi się: Tak jak Nimrod, mocarny myśliwy przed PANEM.
10	10	10	Początkiem jego królestwa były Babel, Erek, Akkad i Kalne w ziemi Szinear.
10	10	11	Z tej ziemi wyszedł Assur i zbudował Niniwę i miasto Rechobot, i Kalach.
10	10	12	Także wielkie miasto Resan pomiędzy Niniwą i Kalach.
10	10	13	Misraim zaś spłodził Ludima, Ananima, Lahabima i Naftuchima;
10	10	14	Oraz Patrusyma, Kasluchima (z których pochodzą Filistyni) i Kaftoryma.
10	10	15	Kanaan zaś spłodził Sydona, swego pierworodnego, i Cheta;
10	10	16	I Jebusytów, Amorytów, i Girgaszytów;
10	10	17	I Chiwwitów, Arkitów, i Sinitów;
10	10	18	I Arwadytów, Semarytów, i Chamatytów. A potem rozproszyły się rody Kananejczyków.
10	10	19	A granica Kananejczyków biegła od Sydonu w kierunku Gerary aż do Gazy, w kierunku Sodomy i Gomory, Adamy i Seboima aż do Leszy.
10	10	20	To są synowie Chama według ich rodów i języków, w ich ziemiach i narodach.
10	10	21	A Semowi, ojcu wszystkich synów Ebera, starszemu bratu Jafeta, urodzili się synowie.
10	10	22	Synowie Sema: Elam, Assur, Arpachszad, Lud i Aram.
10	10	23	Synowie Arama: Us, Chul, Geter i Masz.
10	10	24	Arpachszad zaś spłodził Szelacha, a Szelach spłodził Ebera.
10	10	25	Eberowi urodzili się dwaj synowie: imię jednego – Peleg, gdyż za jego dni ziemia została rozdzielona; a imię jego brata – Joktan.
10	10	26	Joktan spłodził Almodada, Szelefa, Chasarmaweta i Jeracha;
10	10	27	Hadorama, Uzala i Diklę;
10	10	28	Obala, Abimaela i Szeba;
10	10	29	Ofira, Chawilę i Jobaba; ci wszyscy byli synami Joktana.
10	10	30	A obszar ich zamieszkania ciągnął się od Meszy w kierunku Sefar, wschodniej góry.
10	10	31	To są synowie Sema według ich rodów i języków, w ich ziemiach i narodach.
10	10	32	To są rody synów Noego według ich pokoleń i w ich narodach. Od nich wywodzą się narody, które rozprzestrzeniły się na ziemi po potopie.
10	11	1	Na całej ziemi był jeden język i jedna mowa.
10	11	2	A gdy wędrowali od wschodu, znaleźli równinę w ziemi Szinear i tam mieszkali.
10	11	3	I mówili jeden do drugiego: Chodźcie, zróbmy cegły i wypalmy je w ogniu; i mieli cegłę zamiast kamienia, a smołę zamiast zaprawy.
10	11	4	Potem powiedzieli: Chodźcie, zbudujmy sobie miasto i wieżę, której szczyt sięgałby do nieba, i uczyńmy sobie imię, abyśmy się nie rozproszyli po powierzchni całej ziemi.
10	11	5	A PAN zstąpił, aby zobaczyć miasto i wieżę, które synowie ludzcy budowali.
10	11	6	I PAN powiedział: Oto lud jest jeden i wszyscy mają jeden język, a jest to dopiero początek ich dzieła. Teraz nic nie powstrzyma ich od wykonania tego, co zamierzają uczynić.
10	11	7	Zstąpmy więc i pomieszajmy tam ich język, aby jeden nie zrozumiał języka drugiego.
10	11	8	I tak PAN rozproszył ich stamtąd po całej powierzchni ziemi; i przestali budować miasto.
10	11	9	Dlatego nazwano je Babel, bo tam PAN pomieszał język całej ziemi. I stamtąd PAN rozproszył ich po całej powierzchni ziemi.
10	11	10	To są dzieje rodu Sema: Gdy Sem miał sto lat, spłodził Arpachszada, dwa lata po potopie.
10	11	11	Po spłodzeniu Arpachszada Sem żył pięćset lat i spłodził synów i córki.
10	11	12	Arpachszad żył trzydzieści pięć lat i spłodził Szelacha.
10	11	13	Po spłodzeniu Szelacha Arpachszad żył czterysta trzy lata i spłodził synów i córki.
10	11	14	Szelach żył trzydzieści lat i spłodził Ebera.
10	11	15	Po spłodzeniu Ebera Szelach żył czterysta trzy lata i spłodził synów i córki.
10	11	16	Eber żył trzydzieści cztery lata i spłodził Pelega.
10	11	17	Po spłodzeniu Pelega Eber żył czterysta trzydzieści lat i spłodził synów i córki.
10	11	18	Peleg żył trzydzieści lat i spłodził Reu.
10	11	19	Po spłodzeniu Reu Peleg żył dwieście dziewięć lat i spłodził synów i córki.
10	11	20	Reu żył trzydzieści dwa lata i spłodził Seruga.
10	11	21	Po spłodzeniu Seruga Reu żył dwieście siedem lat i spłodził synów i córki.
10	11	22	Serug żył trzydzieści lat i spłodził Nachora.
10	11	23	Po spłodzeniu Nachora Serug żył dwieście lat i spłodził synów i córki.
10	11	24	Nachor żył dwadzieścia dziewięć lat i spłodził Teracha.
10	11	25	Po spłodzeniu Teracha Nachor żył sto dziewiętnaście lat i spłodził synów i córki.
10	11	26	Terach żył siedemdziesiąt lat i spłodził Abrama, Nachora i Harana.
10	11	27	A to są rody Teracha: Terach spłodził Abrama, Nachora i Harana. Haran zaś spłodził Lota.
10	11	28	I Haran umarł za życia swego ojca Teracha w ziemi swego urodzenia, w Ur chaldejskim.
10	11	29	I Abram, i Nachor pojęli sobie żony: imię żony Abrama było Saraj, a imię żony Nachora – Milka. Była ona córką Harana, ojca Milki i Jeski.
10	11	30	A Saraj była niepłodna, nie miała dzieci.
10	11	31	I Terach wziął swego syna Abrama i swego wnuka Lota, syna Harana, i swoją synową Saraj, żonę swego syna Abrama; i wyruszyli razem z Ur chaldejskiego, aby udać się do ziemi Kanaan. Gdy przybyli do Charanu, zamieszkali tam.
10	11	32	I dni Teracha było dwieście pięć lat, i umarł w Charanie.
10	12	1	I PAN powiedział do Abrama: Wyjdź z twojej ziemi i od twojej rodziny, i z domu twego ojca do ziemi, którą ci pokażę.
10	12	2	A uczynię z ciebie wielki naród, będę ci błogosławił i rozsławię twoje imię, i będziesz błogosławieństwem.
10	12	3	I będę błogosławił tym, którzy tobie będą błogosławić; a tych, którzy przeklinają ciebie, będę przeklinać. W tobie będą błogosławione wszystkie narody ziemi.
10	12	4	Wyszedł więc Abram, jak mu PAN rozkazał, poszedł z nim też Lot. Abram miał siedemdziesiąt pięć lat, gdy wyszedł z Charanu.
10	12	5	I Abram wziął swoją żonę Saraj, Lota, syna brata swego, i cały dobytek, który zgromadzili, i dusze, które nabyli w Charanie, i wyszli, aby udać się do ziemi Kanaan; i przybyli do ziemi Kanaan.
10	12	6	Abram przeszedł tę ziemię aż do miejsca Sychem, do równiny More. Na tej ziemi byli wówczas Kananejczycy.
10	12	7	I PAN ukazał się Abramowi, i powiedział: Twemu potomstwu dam tę ziemię. I Abram zbudował tam ołtarz dla PANA, który mu się ukazał.
10	12	8	A stamtąd przeniósł się do góry na wschód od Betel i tam rozbił swój namiot między Betel od zachodu i Aj od wschodu. Tam również zbudował ołtarz dla PANA i wzywał imienia PANA.
10	12	9	Potem Abram wyruszył, idąc ku południu.
10	12	10	A nastał głód na tej ziemi. Abram zstąpił więc do Egiptu, aby tam gościć; ciężki bowiem był głód na ziemi.
10	12	11	A gdy zbliżał się do Egiptu, powiedział do swej żony Saraj: Oto wiem, że jesteś piękną kobietą.
10	12	12	Gdy Egipcjanie cię zobaczą, powiedzą: To jego żona; i zabiją mnie, a ciebie zostawią przy życiu.
10	12	13	Mów, proszę, że jesteś moją siostrą, aby mi się dobrze wiodło ze względu na ciebie i abym dzięki tobie pozostał przy życiu.
10	12	14	Gdy Abram wszedł do Egiptu, Egipcjanie zobaczyli, że ta kobieta jest bardzo piękna.
10	12	15	Ujrzeli ją też dostojnicy faraona i chwalili ją przed nim. I zabrano tę kobietę do domu faraona.
10	12	16	Ten dobrze traktował Abrama ze względu na nią. Abram miał więc owce, woły, osły, służących i służące, oślice i wielbłądy.
10	12	17	PAN jednak dotknął faraona i jego dom wielkimi plagami z powodu Saraj, żony Abrama.
10	12	18	Faraon wezwał więc Abrama i powiedział: Coś ty mi zrobił? Czemu mi nie powiedziałeś, że ona jest twoją żoną?
10	12	19	Dlaczego mówiłeś: Ona jest moją siostrą, tak że mogłem ją wziąć sobie za żonę? A teraz – oto twoja żona, weź ją i idź.
10	12	20	I faraon rozkazał o nim swoim ludziom, i odprawili go wraz z żoną i wszystkim, co było jego.
10	13	1	Tak więc Abram wyszedł z Egiptu, on i jego żona, i wszystko, co miał, i Lot z nim, i udali się ku południu.
10	13	2	A Abram był bardzo bogaty w bydło, srebro i złoto.
10	13	3	I szedł, robiąc postoje, od południa aż do Betel, do tego miejsca, gdzie poprzednio był jego namiot, między Betel a Aj;
10	13	4	Do miejsca, gdzie poprzednio zbudował ołtarz. Tam wezwał Abram imienia PANA.
10	13	5	Lot, który szedł z Abramem, również miał owce, woły i namioty.
10	13	6	A ziemia ta nie mogła ich pomieścić, żeby mieszkali razem, bo ich majątek był tak wielki, że nie mogli mieszkać razem.
10	13	7	I wynikła sprzeczka między pasterzami stad Abrama a pasterzami stad Lota. Kananejczycy i Peryzzyci mieszkali wówczas na tej ziemi.
10	13	8	Abram powiedział więc do Lota: Proszę, niech nie będzie sporu między mną a tobą, także między moimi pasterzami a twoimi pasterzami, bo jesteśmy braćmi.
10	13	9	Czyż cała ziemia nie stoi przed tobą? Odłącz się, proszę, ode mnie. Jeśli pójdziesz w lewo, ja pójdę w prawo, a jeśli ty pójdziesz w prawo, ja pójdę w lewo.
10	13	10	Wtedy Lot podniósł swe oczy i zobaczył, że cała równina nad Jordanem była dobrze nawodniona – zanim PAN zniszczył Sodomę i Gomorę – jak ogród PANA, jak ziemia Egiptu, aż do Zoar.
10	13	11	Lot wybrał więc sobie całą tę równinę nad Jordanem i udał się na wschód. I rozłączyli się bracia jeden od drugiego.
10	13	12	Abram mieszkał w ziemi Kanaan, a Lot mieszkał w miastach tej równiny i rozbił swój namiot aż do Sodomy.
10	13	13	Ale mężczyźni Sodomy byli źli i wielkimi grzesznikami przed PANEM.
10	13	14	I PAN powiedział do Abrama, gdy Lot już odłączył się od niego: Podnieś teraz swe oczy i spójrz z miejsca, na którym teraz jesteś, na północ i na południe, na wschód i na zachód.
10	13	15	Bo całą ziemię, którą widzisz, dam tobie i twemu potomstwu na wieki.
10	13	16	I rozmnożę twoje potomstwo jak proch ziemi, tak że jeśli ktoś będzie mógł zliczyć proch ziemi, to również twoje potomstwo będzie policzone.
10	13	17	Wstań i przejdź tę ziemię wzdłuż i wszerz, bo dam ci ją.
10	13	18	Abram zwinął więc namiot, przyszedł i mieszkał na równinach Mamre, które są w Hebronie, i tam zbudował ołtarz dla PANA.
10	14	1	Za dni Amrafela, króla Szinearu, Arioka, króla Ellasaru, Kedorlaomera, króla Elamu i Tidala, króla narodów;
10	14	2	Prowadzili wojnę z Berą, królem Sodomy, z Birszą, królem Gomory, z Szinabem, królem Admy, z Szemeberem, królem Seboim, i z królem miasta Beli, czyli Soaru.
10	14	3	Wszyscy oni połączyli się w dolinie Siddim, gdzie dziś jest Morze Słone.
10	14	4	Dwanaście lat służyli Kedorlaomerowi, a w trzynastym roku zbuntowali się.
10	14	5	I tak w roku czternastym nadciągnął Kedorlaomer z królami, którzy z nim byli, i pobił Rafaitów w Asztarot-Karnaim, Zuzytów w Ham, Emitów w Szawe-Kiriataim;
10	14	6	I Chorytów na ich górze Seir aż do równiny Paran, która jest przy pustyni.
10	14	7	Potem zawrócili i przybyli do En-Miszpat, czyli Kadesz, i wybili całą krainę Amalekitów, a także Amorytów mieszkających w Chasason-Tamar.
10	14	8	Wtedy wyruszyli król Sodomy oraz król Gomory, król Admy, król Seboim i król Beli, czyli Soaru, i ustawili się do bitwy z nimi w dolinie Siddim.
10	14	9	Z Kedorlaomerem, królem Elamu, Tidalem, królem narodów, Amrafelem, królem Szinearu i Ariokiem, królem Ellasaru – czterech królów przeciw pięciu.
10	14	10	A dolina Siddim była pełna dołów ze smołą. Gdy uciekali królowie Sodomy i Gomory, wpadli tam, a pozostali uciekli na górę.
10	14	11	A tamci zabrali wszelkie mienie Sodomy i Gomory oraz całą ich żywność i odeszli.
10	14	12	Zabrali też Lota, bratanka Abrama, wraz z jego mieniem i odeszli. Mieszkał on bowiem w Sodomie.
10	14	13	I przyszedł jeden zbieg, i oznajmił to Abramowi Hebrajczykowi, który mieszkał na równinach Mamrego Amoryty, brata Eszkola i Anera. Oni bowiem byli sprzymierzeni z Abramem.
10	14	14	Gdy Abram usłyszał, że jego brat został pojmany, wyprawił swoich trzystu osiemnastu wyszkolonych sług, urodzonych w jego domu, i ścigał ich aż do Dan.
10	14	15	W nocy podzielili się, on i jego słudzy, napadli na nich i pobili ich. Potem ścigali ich aż do Choby, która leży po lewej stronie Damaszku.
10	14	16	Odzyskał całe mienie i odbił swego brata Lota wraz z jego mieniem, a także kobiety i ludzi.
10	14	17	Gdy wracał po pobiciu Kedorlaomera i królów, którzy z nim byli, król Sodomy wyszedł mu na spotkanie w dolinie Szawe, czyli w dolinie królewskiej.
10	14	18	A Melchisedek, król Salemu, wyniósł chleb i wino. Był on kapłanem Boga Najwyższego.
10	14	19	I błogosławił mu, mówiąc: Niech będzie błogosławiony Abram przez Boga Najwyższego, właściciela nieba i ziemi.
10	14	20	I niech będzie błogosławiony Bóg Najwyższy, który wydał twoich wrogów w twoje ręce. I Abram dał mu dziesięcinę ze wszystkiego.
10	14	21	A król Sodomy powiedział do Abrama: Oddaj mi ludzi, a mienie weź dla siebie.
10	14	22	Lecz Abram odpowiedział królowi Sodomy: Podniosłem swą rękę do PANA Boga Najwyższego, właściciela nieba i ziemi;
10	14	23	Że nie wezmę najmniejszej nitki ani rzemyka od obuwia, ani niczego, co należy do ciebie, abyś nie powiedział: Ja wzbogaciłem Abrama.
10	14	24	Tylko to, co moi słudzy zjedli, oraz przydział mężczyzn, którzy poszli ze mną: Anera, Eszkola i Mamrego; niech oni wezmą swój przydział.
10	15	1	Po tych wydarzeniach słowo PANA doszło do Abrama w widzeniu: Nie bój się, Abramie. Ja jestem twoją tarczą i twoją niezmiernie obfitą nagrodą.
10	15	2	I Abram powiedział: Panie BOŻE, co mi dasz, skoro ja jestem bezdzietny, a szafarzem mego domu jest ten Damasceńczyk Eliezer?
10	15	3	Abram dodał: Oto nie dałeś mi potomka, a sługa urodzony w moim domu będzie moim dziedzicem.
10	15	4	A oto dotarło do niego słowo PANA: Nie on będzie twoim dziedzicem, lecz ten, który wyjdzie z twego wnętrza, będzie twoim dziedzicem.
10	15	5	Potem wyprowadził go na dwór i powiedział: Spójrz teraz na niebo i policz gwiazdy, jeśli będziesz mógł je policzyć; i powiedział mu: Takie będzie twoje potomstwo.
10	15	6	I uwierzył PANU, i poczytano mu to za sprawiedliwość.
10	15	7	Potem powiedział do niego: Ja jestem PANEM, który cię wyprowadził z Ur chaldejskiego, aby ci dać tę ziemię w posiadanie.
10	15	8	Abram zapytał: Panie BOŻE, po czym poznam, że ją odziedziczę?
10	15	9	I odpowiedział mu: Weź dla mnie trzyletnią jałówkę, trzyletnią kozę i trzyletniego barana, a także synogarlicę i pisklę gołębia.
10	15	10	Wziął więc to wszystko i rozciął na połowy; a jedną część położył naprzeciwko drugiej, ale ptaków nie rozcinał.
10	15	11	Kiedy zleciało się ptactwo do tej padliny, Abram je odganiał.
10	15	12	Gdy słońce zachodziło, głęboki sen ogarnął Abrama i oto groza wielkiej ciemności zapadła na niego.
10	15	13	I PAN powiedział do Abrama: Wiedz o tym dobrze, że twoje potomstwo będzie przybyszem w cudzej ziemi i wezmą je w niewolę, i będzie uciskane przez czterysta lat.
10	15	14	A ja osądzę ten naród, któremu będą służyć; a potem wyjdą stamtąd z wielkim dobytkiem.
